playlist.id,playlist.name,TOP_1_keyword,TOP_1_keyword_freq,TOP_2_keyword,TOP_2_keyword_freq,TOP_3_keyword,TOP_3_keyword_freq,TOP_4_keyword,TOP_4_keyword_freq,TOP_5_keyword,TOP_5_keyword_freq,TOP_6_keyword,TOP_6_keyword_freq,TOP_7_keyword,TOP_7_keyword_freq,TOP_8_keyword,TOP_8_keyword_freq,TOP_9_keyword,TOP_9_keyword_freq,TOP_10_keyword,TOP_10_keyword_freq
0cuHKz65ZPqBX1brG8djlg,ElectroPop,na,157,let,151,love,135,like,120.0,know,112.0,wan,104.0,feel,103.0,coming,97.0,go,93.0,got,80.0
4frhr6RQM2fMOm2mpvOVo6,ElectroPop 2020,oh,172,one,160,know,155,na,143.0,go,123.0,let,107.0,yeah,103.0,got,98.0,get,96.0,love,76.0
2Z5cPJ6Z4EVZAfF08amjvL,Electropop,go,393,like,332,yeah,308,oh,236.0,got,232.0,na,223.0,know,217.0,get,187.0,never,173.0,time,168.0
5TiiHps0hNCyQ6ijVkNZQs,Electropop - Pop,love,262,got,260,like,214,oh,207.0,know,199.0,na,181.0,side,178.0,let,164.0,go,143.0,baby,137.0
4Bi8VLtaSu0JILliif8lH6,Electropop 2019,love,482,like,393,na,332,yeah,325.0,know,291.0,wan,255.0,oh,223.0,got,212.0,say,191.0,baby,171.0
3FBD3d5zl74LaoBMVC4IXq,Electropop 80/90s,na,151,enough,108,like,107,get,107.0,ca,105.0,love,57.0,want,46.0,hungry,36.0,wolf,36.0,dodo,32.0
7p30DzTAgW6OhspSXHTI88,Electropop And Play,get,75,end,56,right,54,never,53.0,let,50.0,got,48.0,need,46.0,life,44.0,ca,38.0,like,35.0
7kyvBmlc1uSqsTL0EuNLrx,Electropop Hits  2017-2020,oh,485,know,485,yeah,366,na,350.0,love,342.0,like,330.0,baby,286.0,got,269.0,home,220.0,get,178.0
0o5gKmuET7F3lQnpFxvPO8,"Electrónica, Progressive House, Electro House y más 🎧",oh,159,na,94,love,93,get,74.0,go,72.0,high,67.0,like,62.0,never,59.0,know,57.0,black,54.0
49EXQVXh5k1t8SOhmUeyU7,Epic Bass Drops,dum,196,work,163,low,122,get,81.0,like,77.0,drop,75.0,bounce,72.0,bitch,70.0,better,64.0,give,63.0
4IS7o1utOzhimFEFnj9gmu,Epic Bass Drops | Best House Mixes,got,141,let,83,like,75,go,75.0,feel,65.0,oh,42.0,love,41.0,hands,41.0,know,39.0,want,39.0
0k2IDDkcVyIpIgE6d1woDM,Exitos 2020 - Latin Billboard,let,20,mistake,17,beautiful,16,oh,15.0,know,13.0,feeling,9.0,one,8.0,go,7.0,right,6.0,song,6.0
3CzQZEf6jmEjDmBIVO9rdR,F**KIN PERFECT,money,26,luna,24,oh,21,got,20.0,back,10.0,pick,8.0,na,7.0,hell,7.0,pay,7.0,feel,6.0
37i9dQZF1DWTDafB3skWPN,Feeling Accomplished,like,190,oh,119,yeah,115,get,105.0,got,95.0,level,91.0,baby,90.0,bitch,85.0,bam,69.0,know,67.0
5QaPRbVgbEcCc9jC1UxgD1,Female Vocal EDM,oh,201,love,168,know,127,like,108.0,feel,72.0,yeah,72.0,na,70.0,ca,69.0,want,65.0,way,62.0
73uj4YmsC7SJ6SbUMTvf07,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",love,56,night,43,na,40,like,40.0,know,39.0,give,39.0,got,35.0,wan,34.0,leave,34.0,go,29.0
2kY6lVc5EcVfI5WNKmPQQG,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,tu,32,oh,18,que,14,heh,14.0,seguimos,12.0,acercándonos,12.0,tú,12.0,records,8.0,yeah,8.0,algo,8.0
6KnQDwp0syvhfHOR4lWP7x,Fitness Workout Electro | House | Dance | Progressive House,oh,168,boom,104,go,96,hey,96.0,let,96.0,know,88.0,come,76.0,collides,70.0,give,68.0,yeah,64.0
37i9dQZF1DX4OjfOteYnH8,Flow Selecto,song,4,released,4,lyrics,2,yet,2.0,please,2.0,check,2.0,back,2.0,,,,,,
0FCHg9zJMNNiOokh3hVcxd,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,know,179,love,144,na,134,night,127.0,like,105.0,get,95.0,baby,77.0,got,76.0,wan,75.0,alright,69.0
4RFszTXlSMZFgpqIJS3754,Fresh Essentials,falling,12,get,7,someone,6,fallin,6.0,never,6.0,found,6.0,back,5.0,wo,5.0,gon,5.0,na,5.0
3DUkl93JjPdOyX83SJr5ms,GANGSTA RAP,yeah,433,nigga,315,like,269,bitch,259.0,got,245.0,shit,153.0,niggas,150.0,ai,138.0,get,137.0,fuck,127.0
5GA8GDo7RQC3JEanT81B3g,GANGSTA Rap,pa,33,gangland,32,nigga,18,babooyaka,12.0,boooyaka,12.0,keep,9.0,und,7.0,gun,6.0,ich,6.0,wir,5.0
6m0BqpJfSP2m5xCOFjDRHw,GTA San Andreas Radio Los Santos,got,221,like,217,yeah,167,bitch,141.0,get,113.0,fuck,106.0,nigga,97.0,go,85.0,ayy,80.0,know,79.0
31R7Gd07KsDafqJEeL4Hqr,GTA V - Radio Mirror Park,oh,72,setup,69,fall,68,never,46.0,time,44.0,go,36.0,love,34.0,come,33.0,hold,33.0,heart,32.0
0BwUQpqHSlC2YfKwOp2dQV,Gangsta Rap 💎 Rap Party,like,93,shit,63,bitch,60,ohhhh,52.0,got,51.0,see,48.0,take,45.0,know,43.0,nigga,42.0,ayy,41.0
62spXXfUxBed8nbd5xvH2O,Gangsta Rap/90's Hip-Hop,get,496,like,419,got,369,ai,309.0,shit,265.0,fuck,260.0,yeah,245.0,know,236.0,nigga,234.0,niggas,209.0
5joQabz9ys3XPGbSx5CaKv,Gangster Rap,like,461,got,303,shit,200,niggas,190.0,nigga,185.0,get,181.0,yeah,175.0,know,169.0,ai,165.0,go,162.0
0ZRwrJ2EDGyKR6YgQPWXeO,Gangster Rap Workout,got,360,get,309,like,283,niggas,270.0,nigga,239.0,know,212.0,ai,202.0,go,196.0,shit,182.0,na,165.0
2e0d7otcM1oyecfi3zZPWk,Gangster Rap | 100 % Gangster,nigga,369,like,314,get,268,gon,244.0,got,231.0,niggas,226.0,know,209.0,ai,171.0,go,167.0,na,157.0
37i9dQZF1DX4F2k37fMTyn,Girl On Fire,na,88,yeah,78,oh,60,good,60.0,got,54.0,like,49.0,baby,48.0,bad,45.0,better,44.0,know,40.0
1KNl4AYfgZtOVm9KHkhPTF,Global Top 50 | 2020 Hits,yeah,144,night,122,love,105,roxanne,100.0,know,94.0,got,78.0,na,74.0,give,70.0,killing,66.0,mad,60.0
37i9dQZF1DWUxHPh2rEiHr,Global X,na,172,yeah,148,go,141,make,114.0,trika,83.0,hot,77.0,choosy,71.0,dey,70.0,like,69.0,oh,67.0
0pItJZBDZFvgAOdFnSITnJ,Gospel,god,253,oh,182,lord,131,name,126.0,know,124.0,love,121.0,na,120.0,got,99.0,go,92.0,get,91.0
2wP2UAYC4Nqb6oUXkMJlAz,Gospel Neo Soul,one,73,love,62,oh,43,na,41.0,back,35.0,know,33.0,god,32.0,yeah,31.0,need,31.0,gon,30.0
53CmFroG6MWR5reOOXJX6B,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,love,106,done,102,want,48,time,48.0,let,48.0,go,44.0,us,44.0,god,42.0,never,42.0,one,41.0
5SO7xYih5w8X5FEpKvU7Rt,Great Pops,taste,233,like,187,get,103,got,100.0,yeah,95.0,love,83.0,know,65.0,na,65.0,wan,64.0,money,62.0
0JmBB9HfrzDiZoPVRdv8ns,Groovy // Funky // Neo-Soul,know,223,yeah,221,got,214,love,208.0,na,187.0,like,182.0,baby,138.0,get,125.0,ca,124.0,oh,123.0
5BqOZpVEqRDfZScvW1QUyA,Gym (Melbourne Bounce/Progressive House),hands,90,clap,74,da,59,rage,38.0,born,37.0,come,34.0,night,30.0,pray,26.0,na,21.0,want,21.0
55ybnG2z8rpTIerRfnCsw6,HARD ROCK CAFE,oh,139,na,127,yeah,126,check,112.0,love,107.0,get,104.0,take,78.0,gon,78.0,away,76.0,ya,69.0
28817h8FTrRI4V40DqHVaB,HARD ROCK Vibes,gave,9,every,6,step,6,way,6.0,took,6.0,breath,6.0,life,6.0,see,4.0,gone,4.0,find,3.0
5DyJsJZOpMJh34WvUrQzMV,HIP&HOP,yeah,418,got,402,like,399,work,356.0,know,314.0,get,306.0,go,275.0,ai,236.0,bitch,223.0,nigga,181.0
5fWgI0IJ1el5NB1sZ0Egsx,HIP-HOP: Latin Rap ['89-present],funky,52,la,50,bilingual,42,got,41.0,like,36.0,es,34.0,ya,34.0,get,32.0,cause,32.0,te,28.0
1lSdljPk8zcAdXVMUduDia,Hands Up‏‏​​   ‍,love,116,oh,87,let,76,deep,55.0,like,47.0,want,44.0,sound,37.0,alarm,34.0,ooh,34.0,pumpin,32.0
3d2JFEbvcx7p2CHkBaQeMZ,Happy EDM,love,159,could,96,na,88,like,87.0,oh,74.0,feel,71.0,baby,71.0,hard,61.0,let,59.0,need,59.0
37i9dQZF1DX1X7WV84927n,Hard Rock,na,91,life,72,got,53,gon,52.0,one,52.0,low,44.0,ai,43.0,never,39.0,yeah,36.0,feel,36.0
3sv5ViKoPDNnZRsklzEGMN,Hard Rock Cafe Classics,got,87,na,77,yeah,73,want,66.0,get,57.0,like,54.0,love,52.0,know,51.0,one,50.0,ca,44.0
1NIX36ZFWEtgXSbSNghoue,Hard Rock Classics 1967-1991 (Party Edition),na,120,rock,113,oh,100,got,99.0,yeah,92.0,love,86.0,away,65.0,one,62.0,take,61.0,know,61.0
3YouF0u7waJnolytf9JCXf,Hard Rock Workout,know,256,like,242,never,227,ca,207.0,get,195.0,feel,179.0,take,174.0,na,169.0,yeah,162.0,go,156.0
5nQrMpkyWmxPX0gk74htMk,Hard Rock Workout!,get,165,na,156,let,153,give,141.0,like,131.0,feel,126.0,ca,117.0,come,109.0,one,101.0,take,93.0
37i9dQZF1DWT5MrZnPU1zD,Hip Hop Controller,yeah,965,got,842,like,762,know,617.0,ayy,422.0,nigga,391.0,get,362.0,ai,361.0,fuck,344.0,bitch,340.0
3tmx4p5RGlOV1AapXOt1Ze,Hip Pop 2019,know,131,oh,78,yeah,69,love,67.0,like,54.0,got,50.0,ai,49.0,low,44.0,mind,41.0,want,36.0
37i9dQZF1DWTqYqGLu7kTX,Hip Te Hop,ae,44,think,27,na,11,te,10.0,kade,9.0,aa,8.0,de,8.0,di,6.0,kita,6.0,ne,5.0
1Sc7bobknESH7SXQcnmoX5,Hip pop,like,192,yeah,188,got,144,know,142.0,get,117.0,bitch,116.0,nigga,115.0,ayy,107.0,want,100.0,fuck,90.0
0275i1VNfBnsNbPl0QIBpG,Hip-Hop 'n RnB,like,524,got,404,yeah,335,know,311.0,nigga,299.0,get,296.0,bitch,280.0,ai,270.0,shit,209.0,na,208.0
37i9dQZF1DWY6tYEFs22tT,Hip-Hop Central,yeah,457,got,362,like,339,time,264.0,bitch,250.0,mind,233.0,get,185.0,nigga,181.0,know,180.0,shit,177.0
37i9dQZF1DWUFmyho2wkQU,Hip-Hop Drive,got,980,like,889,get,619,na,563.0,ai,510.0,know,483.0,yeah,442.0,nigga,434.0,wan,429.0,let,407.0
37i9dQZF1DX48TTZL62Yht,Hip-Hop Favourites,yeah,473,got,417,like,282,ayy,219.0,bitch,188.0,ai,183.0,get,163.0,love,161.0,shit,160.0,bad,155.0
37i9dQZF1DWVdgXTbYm2r0,Hip-Hop Mixtape,yeah,245,like,177,got,175,ayy,165.0,best,161.0,know,136.0,make,134.0,girl,125.0,friend,110.0,take,103.0
3hR2R6szlkwZeGyclTgHcF,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",like,180,get,164,girl,155,let,130.0,got,128.0,yeah,128.0,bubble,125.0,one,110.0,know,107.0,love,107.0
1bMYfBHYBCRHY5LGkjlpSy,House Of The Rising Sun,oh,395,na,327,got,306,love,296.0,know,292.0,like,266.0,come,255.0,baby,239.0,yeah,226.0,get,219.0
42jbIN5Zj0UUPdtmqxQRKF,House/Electro/Progressive/Disco/Lofi/Synthwave,get,122,ooh,102,love,73,want,54.0,got,51.0,feel,42.0,need,42.0,right,41.0,time,40.0,yeah,40.0
37i9dQZF1DX44dZ4p5QLf4,I Love My Neo-Soul,get,84,know,76,yeah,71,got,62.0,love,61.0,baby,60.0,life,60.0,way,57.0,soul,56.0,na,55.0
3e6gYPyrTbaB8BWgSHCt5j,I didn’t know perm stood for permanent (wave),la,218,oh,147,love,140,got,102.0,lo,101.0,get,79.0,na,78.0,know,71.0,ca,69.0,back,68.0
0HD4Pc1PK8fsyKQq9e2U2v,INDIE POP! TUNES,say,56,oh,12,look,8,away,8.0,stay,8.0,madness,7.0,people,6.0,make,6.0,long,6.0,take,6.0
21nxmipQe5xtXoHHPaYfnY,Indie Poptimism,know,708,like,615,love,548,oh,537.0,na,536.0,got,522.0,go,435.0,get,383.0,take,374.0,ca,360.0
69yb02k0ZOmukYaxJXwp76,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",love,129,know,127,get,114,time,96.0,one,92.0,better,82.0,want,78.0,oh,77.0,na,77.0,like,77.0
4hKPJNFIhdAg4pAksn78FJ,Indie Poptimism!,love,199,know,198,like,192,oh,183.0,na,158.0,feel,130.0,never,125.0,time,125.0,baby,112.0,away,110.0
6OaTudLqBEuTyUMPxRNpZc,Indie/Jazz Poptimism,love,185,time,167,know,163,oh,128.0,feel,116.0,like,94.0,got,94.0,need,94.0,way,93.0,na,90.0
6Ylmweq4pT7j3ScIv5uq1c,Intro to Indie Poptimism,like,49,time,35,know,31,somebody,31.0,love,29.0,never,29.0,yeah,28.0,see,26.0,got,26.0,welcome,26.0
3QGjcvI9hCZw81NqKq3ZGv,Intro to Permanent Wave,la,104,call,72,na,28,gon,24.0,make,16.0,believe,15.0,ca,13.0,use,13.0,see,12.0,girl,12.0
6o6MNYZqHSkMAKcCHPNu7K,Intro to Post-Teen Pop,love,232,yeah,213,like,163,know,142.0,thing,138.0,ever,137.0,ooh,111.0,let,109.0,oh,96.0,baby,90.0
4zNayWuATXCAA9gaXvnFnq,Japanese Funk/Soul/NEO/Jazz/Acid,love,28,na,16,wan,10,every,8.0,time,8.0,wish,8.0,running,7.0,wo,6.0,ni,6.0,wa,5.0
2Tisn6NZbeofpc57Oc6MGo,Jeff Seid Electro House,oh,105,together,92,turn,79,need,49.0,love,43.0,got,37.0,money,36.0,scared,36.0,lonely,36.0,feel,34.0
37i9dQZF1DWUXxc8Mc6MmJ,K-Crazy Michioso Tunes,know,79,push,69,pull,69,go,64.0,위,62.0,wi,62.0,let,53.0,yeah,46.0,get,45.0,really,42.0
37i9dQZF1DX4RDXswvP6Mj,K-Party Dance Mix,oh,274,love,119,round,116,go,86.0,yeah,85.0,내,75.0,baby,61.0,난,53.0,na,53.0,dumb,51.0
7bdhfXlbfml9CuNn5c7372,Kenny B's Ultimate New Jack Swing Mix,baby,177,na,134,yeah,130,know,121.0,like,113.0,love,98.0,got,94.0,wan,78.0,helluva,74.0,want,70.0
0jilq2XZP9F2fwzp2k6iXK,L' ALBUM ROCK,oh,172,know,157,na,143,love,127.0,like,125.0,never,112.0,feel,110.0,go,104.0,get,98.0,ca,97.0
396llvvFOIB9jgPg0kqNDb,LATIN FLOW MIX - Música Cristiana🎵,selena,11,woulda,11,loved,11,hit,5.0,ooh,4.0,cumbia,4.0,mi,3.0,aye,3.0,ones,3.0,though,3.0
2kKzN3kRYDzBctlaWs7CP2,LATIN POP 2020 🔥 Pop latino actual,de,12,get,11,estás,10,pretend,10.0,vez,8.0,si,7.0,love,6.0,ca,6.0,otra,6.0,que,6.0
7FqZlaYKkQmVnguJbHuj2a,"Latest Hits 2020 - Pop, Hip Hop & RnB",na,80,wan,65,make,42,got,34.0,like,27.0,oh,23.0,yeah,21.0,put,21.0,dab,21.0,said,19.0
51LvliKED7oZNJR8XCiPip,Latest Latin American Hits 2020,boom,106,oh,77,el,29,eh,29.0,que,11.0,yeah,10.0,toda,9.0,mi,9.0,gente,9.0,go,8.0
2MYEUjX0YAI9dxrBDzoCK7,Latin Hip Hop/Freestyle,love,118,ca,44,time,43,come,43.0,want,38.0,stay,36.0,back,34.0,go,32.0,need,32.0,see,30.0
5wONX0lVyQE5XTxqjTUiUd,Latin Pop 2019,free,37,gon,13,feeling,12,tonight,12.0,party,10.0,time,10.0,keep,8.0,good,6.0,fine,6.0,mine,6.0
37i9dQZF1DX8womvTyUjrN,Latin Pop Rising,ai,19,wave,18,adios,17,baby,16.0,got,12.0,hit,10.0,cuz,9.0,like,9.0,girls,8.0,top,8.0
5uOMV7g6vp8WxoqXfkzKaw,Latin Pop Songs,got,13,nothing,9,que,8,ai,7.0,lo,6.0,like,4.0,boy,4.0,never,4.0,took,4.0,one,4.0
37i9dQZF1DX1QnNyJOBQBv,Latin Pop VIP,la,53,even,14,papi,12,na,11.0,gon,10.0,call,10.0,want,6.0,kiss,6.0,touch,6.0,let,6.0
4BmnnqWEQAamNoVjtjrQJP,Latin Pop antiguo,fuck,43,baby,14,go,13,think,10.0,wan,10.0,na,10.0,yeah,10.0,say,8.0,marry,8.0,look,7.0
3JcJCsvBnRsA6oc7eUYDSB,Latin Village 2019,like,34,yuh,30,mi,20,boasty,20.0,love,14.0,get,13.0,money,13.0,visualize,12.0,give,12.0,something,12.0
2rg9LCyvaMQvnCE2hVndpR,Latin/Hip Hop/Dancehall/Soca,na,183,love,181,got,179,know,138.0,like,129.0,baby,106.0,oh,103.0,wine,103.0,need,92.0,girl,89.0
37i9dQZF1DWWQRwui0ExPn,Lo-Fi Beats,song,2,released,2,lyrics,1,yet,1.0,please,1.0,check,1.0,back,1.0,one,1.0,two,1.0,three,1.0
37i9dQZF1DX8SaiEt4OVJw,Locker Room,still,33,fuckin,21,dogg,19,yeah,18.0,wit,17.0,cha,17.0,got,16.0,stand,14.0,alone,14.0,never,12.0
37i9dQZF1DX36Xw4IJIVKA,Lofi Hip-Hop,yeah,18,na,14,hard,11,never,8.0,would,7.0,know,7.0,time,7.0,times,6.0,feel,6.0,losing,6.0
2hTs6GuPwhmg4ApNqxWXLE,Los Cangri,yeah,7,back,6,hey,6,nigga,5.0,know,4.0,blaze,4.0,get,4.0,snoop,3.0,motherfucker,3.0,shit,3.0
6IS6XTdbS9qJZgfjNKgpB8,MIX LATIN POP°,come,48,fire,40,feel,28,fuego,26.0,heart,24.0,que,22.0,let,20.0,el,14.0,turn,14.0,wan,12.0
2nRWtTI9a2LWjJ9Wy3JZs5,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",love,170,ca,113,away,109,oh,101.0,know,97.0,want,97.0,get,96.0,never,96.0,say,88.0,time,86.0
6LJtRKgDpzM8ZbbwC0jLhe,Mega Rock Ballads: The Best Slow Rock Compilation Ever !,love,135,life,48,like,47,know,38.0,eighteen,36.0,every,36.0,time,31.0,go,29.0,yeah,24.0,come,24.0
28Ke4pXWqF2A5b2GfQ1pQt,Mexican Gangsta Rap,get,95,like,55,funky,40,got,39.0,shit,31.0,insane,27.0,ya,21.0,one,21.0,na,19.0,know,19.0
22XKr7O6bzSA5bHiwRCPNK,Michael Learns To Rock album,love,95,na,53,know,50,wan,33.0,without,32.0,heart,26.0,late,25.0,life,24.0,right,24.0,say,23.0
0VVH2Nzj6kBVGK3WIUQMAw,Minitruckin Playlist,get,387,got,368,like,331,ya,304.0,know,216.0,nigga,196.0,make,191.0,jump,185.0,na,183.0,let,171.0
23swqzpOZwW1NhPiZ7iyFI,Mix ElectroPop//ElectroHouse// DeepHouse 2020,yeah,142,got,100,na,99,get,92.0,give,89.0,love,87.0,maybe,78.0,come,73.0,know,71.0,let,70.0
1VnvyBDqoV5TCZAnXYferL,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,mind,71,know,68,like,67,oh,66.0,na,65.0,never,62.0,let,61.0,go,58.0,got,58.0,want,52.0
37i9dQZF1DX36edUJpD76c,Modus Mio,ja,31,stay,30,high,24,big,12.0,meine,12.0,sie,12.0,drip,8.0,die,8.0,nein,8.0,every,7.0
1fqkbjEACMlekdddm5aobE,Most Popular 2020 TOP 50,back,80,never,79,rushing,64,away,59.0,feelin,58.0,rain,57.0,ooh,56.0,know,48.0,got,43.0,run,43.0
0dAbaJtkS9st5o0cBe1Zcu,"Muse Radio - (Uprising, Starlight, Supermassive Black Hole, Madness)",na,72,could,60,gon,54,know,51.0,one,46.0,feel,37.0,take,34.0,fight,34.0,like,32.0,wrong,32.0
5jROYSZSL7cO0jGAqkPx7C,Music&Other Drugs,na,178,love,131,know,129,want,119.0,get,104.0,got,102.0,slip,97.0,like,94.0,gon,90.0,ca,86.0
6kVFIQBhLT4003iw2WWEv1,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),yeah,19,freedom,18,party,9,talking,9.0,walking,9.0,love,7.0,che,6.0,un,6.0,return,6.0,shukar,6.0
2WbTrS5D0V2TW6DiDkJBru,NEO FUNK AND SOUL,love,187,ca,106,oh,106,know,101.0,like,99.0,ooh,93.0,na,86.0,got,83.0,go,83.0,never,78.0
0r5ojPhjqGVq21oQR13UJy,NEO SOUL GUITAR,tadow,38,lost,35,like,34,go,31.0,know,28.0,blues,28.0,yeah,27.0,ai,26.0,got,24.0,paris,22.0
3q3M4VCymcMoxJ3Tl7mRqN,NEO-soul,know,237,girl,159,got,154,na,141.0,love,129.0,go,128.0,wan,124.0,want,122.0,get,116.0,like,114.0
37i9dQZF1DX2VvACCrgjrt,Nasty Bits,go,143,run,81,dare,61,need,56.0,wida,52.0,got,50.0,play,49.0,love,49.0,get,46.0,know,46.0
2YPP7fiYu5pIcp2yyHvw4A,Neo Soul,love,336,baby,217,know,201,oh,200.0,got,167.0,go,164.0,na,157.0,like,146.0,let,136.0,ca,134.0
07SNJ4MwYba9wwmzrbjmYi,Neo Soul / Modern Jazz / Smooth Hiphop,love,200,know,114,let,84,go,77.0,got,72.0,yeah,70.0,like,70.0,want,67.0,time,66.0,see,60.0
44d7ppo4cggZJmzH2WOhAc,Neo Soul 2019,yeah,201,oh,112,know,96,na,86.0,love,72.0,baby,69.0,gon,56.0,time,52.0,ooh,48.0,ca,48.0
78RRvktrPMSqAoCI21mNOe,Neo Soul Music,love,310,baby,257,yeah,205,know,187.0,got,185.0,like,179.0,ooh,175.0,ca,169.0,girl,156.0,na,147.0
48AzM7l4M02DBYd2N3IFLP,Neo-Jazz Soul RnB & Afro,know,229,love,173,baby,125,na,100.0,like,99.0,hope,97.0,oh,96.0,take,89.0,ca,86.0,see,79.0
